52	232	4
52	131	4
52	240	3
52	354	6
52	834	7
53	530	4
53	498	9
53	4	1
53	182	7
54	1012	1
54	142	3
55	769	10
55	366	2
55	254	5
55	747	8
55	784	8
55	834	3
56	13	2
56	23	4
56	992	6
56	942	2
56	290	1
56	917	3
56	527	10
57	519	3
57	322	7
57	803	3
57	311	1
57	118	6
57	378	3
57	515	6
57	837	2
57	939	1
58	686	7
58	478	6
58	851	5
58	1011	6
58	253	8
58	341	8
58	757	7
58	849	2
59	32	6
59	420	8
59	701	10
59	777	1
59	454	7
59	774	10
59	798	8
59	881	10
60	95	5
60	41	8
60	414	6
60	285	3
60	75	7
60	238	4
60	254	10
60	275	4
60	453	6
60	970	3
61	790	1
61	884	5
61	706	2
61	313	6
62	92	5
62	811	6
62	225	10
62	159	2
62	419	2
62	1004	9
63	460	9
63	92	10
63	246	4
63	256	10
63	121	6
63	146	5
63	421	10
64	460	2
64	680	4
64	243	5
64	95	9
64	683	6
64	845	5
64	864	7
65	322	10
65	131	2
65	345	9
65	430	2
65	445	3
65	484	8
65	519	1
65	595	9
65	973	9
65	1004	7
66	30	10
66	803	6
66	157	9
66	135	3
66	106	5
66	305	10
66	383	10
66	513	2
66	542	10
66	867	5
67	521	3
67	793	2
67	811	4
67	124	6
67	357	5
67	422	1
67	451	4
67	765	7
68	562	4
68	490	10
69	238	4
69	538	6
69	392	1
69	782	5
70	387	5
70	626	10
70	756	2
70	957	1
70	621	10
71	152	6
71	829	2
71	752	4
71	153	9
71	325	9
71	494	3
72	94	6
72	183	5
72	144	9
72	191	6
72	230	7
72	700	10
73	315	7
73	843	2
73	1005	3
73	547	2
73	371	2
73	827	4
74	930	7
74	784	2
74	574	3
74	372	8
75	60	7
75	539	10
75	838	10
75	217	5
75	225	7
75	255	1
75	357	4
75	713	2
75	878	3
75	919	2
76	160	9
76	389	5
77	663	5
77	752	6
77	822	8
77	481	1
77	939	8
78	620	2
78	694	3
78	904	9
78	775	7
78	663	7
78	664	6
79	33	9
79	362	2
79	620	8
79	151	2
79	283	9
79	382	1
79	395	1
79	436	8
79	631	2
80	10	7
80	414	8
80	470	8
80	121	10
80	214	2
80	149	4
80	791	3
80	969	10
81	534	1
81	643	8
81	354	5
81	148	8
81	240	2
81	553	4
81	600	3
82	723	7
82	599	1
82	425	8
82	647	10
82	767	3
82	829	2
83	241	8
83	593	4
83	514	3
83	191	4
83	860	2
84	45	1
84	701	9
84	186	2
84	298	5
84	392	3
84	580	9
84	760	9
85	413	1
85	799	8
85	600	4
85	986	6
86	311	6
86	436	8
86	99	8
86	96	2
86	464	3
86	794	8
86	877	8
87	49	5
87	594	3
87	540	4
87	768	1
88	984	4
88	920	3
88	864	7
88	540	8
88	567	2
88	597	10
88	737	8
89	93	8
89	278	7
89	2	2
89	22	2
89	223	7
89	334	1
89	412	4
89	433	10
89	964	1
90	50	4
90	465	4
90	955	6
90	372	3
90	166	7
90	693	8
91	47	2
91	429	7
91	130	8
91	852	1
92	62	5
92	63	10
92	961	10
92	644	8
92	386	10
92	100	9
92	160	3
92	166	8
92	235	1
92	416	1
92	996	2
93	89	8
93	756	1
93	1012	5
93	137	6
93	948	10
93	103	8
93	179	6
93	258	9
94	72	6
94	324	4
94	193	4
94	308	10
94	699	4
95	60	5
95	437	2
95	64	9
95	1015	5
95	188	10
95	300	10
95	431	3
95	536	10
96	86	2
96	553	2
96	993	7
96	999	6
97	21	6
97	119	3
97	177	1
97	679	10
97	551	6
98	748	6
98	125	2
98	783	4
99	86	8
99	662	1
99	779	3
99	784	6
99	617	10
99	564	9
99	758	9
100	966	7
100	92	9
100	230	10
100	401	4
100	535	6
100	596	7
101	983	9
101	160	1
101	460	10
101	242	4
101	406	2
101	701	5
102	730	3
102	655	5
102	354	7
102	523	2
103	93	8
103	938	9
103	193	6
103	690	2
103	334	1
103	714	4
103	907	2
104	466	5
104	651	9
104	165	4
104	611	10
104	670	9
105	590	9
105	636	3
105	236	6
105	347	5
105	387	9
105	447	2
106	443	9
106	66	5
106	255	9
106	533	8
106	895	2
106	920	8
106	946	8
107	21	5
107	366	10
107	142	7
107	433	3
107	303	3
107	875	6
108	237	8
108	295	6
108	737	4
108	134	9
108	319	6
108	403	9
108	435	5
108	529	8
108	552	8
108	904	2
109	607	3
109	608	4
109	725	9
109	848	5
109	428	2
109	439	1
109	598	7
109	761	9
109	890	10
110	17	9
110	722	8
110	820	6
110	308	2
110	748	8
110	821	10
110	972	6
111	137	6
111	866	9
111	585	1
111	575	6
111	185	9
111	238	1
112	632	9
112	913	3
112	518	4
112	280	3
112	183	9
112	273	4
112	452	4
113	869	4
113	1009	8
113	611	2
113	259	1
113	414	9
113	619	10
113	700	9
113	848	5
113	1006	7
114	1	9
114	24	10
114	327	6
114	852	5
114	165	8
114	651	2
114	697	3
114	734	3
114	809	3
115	138	3
115	181	2
115	359	6
115	201	7
115	205	3
115	721	8
116	982	10
116	672	10
116	784	7
116	367	1
116	397	9
116	515	9
116	844	8
117	37	1
117	295	4
117	543	6
117	688	10
117	965	1
117	314	9
117	455	9
117	898	8
118	57	6
118	826	9
118	124	6
118	290	6
118	135	2
118	461	2
119	38	5
119	97	3
119	158	1
119	194	7
119	735	9
119	318	5
119	742	4
120	960	9
120	354	4
120	139	3
120	351	3
120	629	5
120	858	5
120	1014	4
121	41	4
121	80	10
121	549	8
121	63	6
121	572	1
121	864	3
121	333	8
121	404	2
121	905	3
121	991	5
122	338	3
122	18	8
122	429	1
122	631	7
123	858	10
123	593	10
123	767	7
123	730	9
123	410	7
124	67	6
124	118	6
124	645	9
124	399	4
124	155	3
125	98	2
125	366	8
125	511	7
125	442	10
125	254	9
125	648	6
125	935	4
126	850	5
126	977	7
126	149	3
126	537	4
126	539	3
127	933	7
127	361	9
127	261	1
127	291	9
127	574	7
127	837	7
128	765	2
128	181	7
128	504	6
128	280	2
128	599	9
128	664	6
128	725	9
128	859	9
128	892	3
128	943	8
129	21	8
129	637	5
129	954	3
129	487	3
129	551	9
129	407	8
129	578	6
129	600	9
129	667	9
129	972	4
129	982	3
130	91	8
130	443	7
130	661	6
130	510	9
130	825	1
130	937	3
130	1017	9
131	52	4
131	65	2
131	440	7
131	501	6
131	428	7
131	526	7
131	567	10
131	982	4
132	269	5
132	379	3
132	959	6
132	376	1
132	471	10
132	503	2
132	506	8
132	737	4
133	325	5
133	613	7
133	182	8
133	426	10
133	400	1
134	31	10
134	108	9
134	206	4
134	715	4
134	519	4
134	198	10
134	764	7
134	867	9
135	66	3
135	118	2
135	595	6
135	481	6
135	406	10
135	521	6
135	666	9
135	840	2
136	559	8
136	423	4
136	631	7
136	685	8
136	692	6
136	995	10
137	93	6
137	111	6
137	827	2
137	435	3
137	445	2
137	778	8
137	295	7
137	330	1
137	890	6
137	1008	3
138	115	3
138	738	3
138	407	6
138	528	5
138	663	1
138	293	5
138	435	9
138	986	9
139	989	10
139	828	8
139	120	3
139	524	5
139	618	1
140	156	9
140	575	2
140	445	9
140	710	5
140	862	3
141	39	4
141	592	1
141	438	8
141	976	9
141	3	4
141	828	10
141	880	8
141	1019	7
142	54	3
142	107	7
142	387	10
142	922	9
142	178	3
142	681	5
142	749	7
142	778	10
142	823	1
143	828	9
143	313	3
143	284	4
143	572	5
143	375	7
143	936	2
144	359	5
144	72	9
145	772	3
145	1021	8
145	421	2
146	614	10
146	541	5
146	63	5
146	579	2
146	257	2
146	479	5
146	499	2
146	652	10
146	906	4
147	815	2
147	725	4
147	489	10
147	843	1
147	990	9
148	81	8
148	268	2
148	246	6
148	573	3
148	617	4
149	126	3
149	516	3
149	80	4
149	276	3
149	402	8
149	781	5
149	964	3
150	629	1
150	937	8
150	791	2
150	375	10
150	223	1
150	270	9
150	523	2
150	528	5
150	742	5
150	807	1
151	79	2
151	339	8
151	658	1
151	645	1
151	492	2
151	267	10
151	809	4
151	976	3
152	71	6
152	155	9
152	46	8
152	343	8
152	659	10
152	960	2
153	71	9
153	643	2
153	763	2
153	6	1
153	324	3
153	830	9
154	19	4
154	684	8
154	848	5
154	494	3
154	738	8
155	152	9
155	124	3
155	753	8
155	624	9
155	264	4
155	463	1
155	487	3
155	974	1
156	140	9
156	670	6
156	596	10
156	353	8
156	383	3
156	402	4
156	965	1
157	66	9
157	788	8
157	656	6
157	168	2
157	200	8
157	237	10
157	302	8
157	334	5
157	854	10
158	1	2
158	119	1
158	560	3
158	267	5
158	679	2
159	288	2
159	436	2
159	62	2
159	615	2
159	164	3
159	516	7
159	939	9
160	76	9
160	101	1
160	663	8
160	882	3
160	92	3
160	567	2
160	505	7
160	672	7
160	737	8
160	1010	5
161	815	4
161	622	6
161	536	2
161	586	7
161	747	5
161	811	7
162	449	7
162	799	3
162	611	7
162	198	5
162	963	8
162	1011	4
163	591	8
163	49	6
163	801	8
163	464	2
163	925	3
164	28	2
164	682	3
164	576	9
164	437	1
164	159	3
164	181	5
164	993	7
164	1018	2
165	104	4
165	240	3
165	460	8
165	114	8
165	224	8
165	276	4
165	320	10
165	461	7
166	90	7
166	297	10
166	688	9
166	92	8
166	346	3
166	583	10
167	283	5
167	591	7
167	655	10
167	408	6
167	934	3
167	951	7
168	19	10
168	157	2
168	901	7
168	315	5
168	570	5
169	798	9
169	14	2
169	569	8
170	396	7
170	562	3
170	968	5
170	958	5
170	214	9
170	480	1
171	790	6
171	332	7
171	912	10
171	932	3
171	945	1
171	1021	10
172	307	1
172	695	6
172	534	1
172	984	5
172	250	3
173	991	8
173	565	9
173	415	6
173	927	4
173	960	3
174	243	9
174	854	6
174	773	9
174	1000	4
174	351	5
174	657	8
175	498	5
175	435	3
175	664	10
175	211	4
176	510	3
176	314	2
176	529	10
177	97	1
177	388	1
177	1006	2
177	702	5
177	592	2
178	142	3
178	981	3
178	704	5
178	46	5
178	323	4
178	329	8
178	561	1
178	572	6
178	586	5
179	93	6
179	557	10
179	367	3
179	842	10
179	460	9
179	633	6
179	727	10
180	0	9
180	817	10
180	377	10
180	207	8
180	709	10
180	379	7
181	115	2
181	128	7
181	265	8
181	164	5
181	787	9
181	303	5
181	645	10
181	731	9
181	740	4
182	133	8
182	53	7
182	960	8
182	972	5
182	990	8
182	391	9
182	413	5
182	540	3
183	37	1
183	72	5
183	112	9
183	313	7
183	537	3
183	234	1
183	301	2
183	644	9
184	243	7
184	768	7
185	111	9
185	691	1
185	470	10
185	747	7
185	894	4
186	84	2
186	672	1
186	797	8
186	842	8
186	283	4
186	676	5
186	798	7
187	47	10
187	607	10
187	590	2
187	508	7
188	95	10
188	911	9
188	445	1
188	273	7
189	530	6
189	466	8
189	501	8
189	804	9
190	22	1
190	8	7
190	507	9
190	530	10
190	688	4
191	604	6
191	83	4
191	997	7
191	72	6
191	796	9
191	897	1
192	531	9
192	487	6
192	923	2
192	843	6
192	282	8
192	684	8
193	94	4
193	103	6
193	402	5
193	399	6
193	739	6
193	349	7
194	119	7
194	662	6
194	653	4
194	722	2
195	665	8
195	290	3
195	409	4
195	228	2
195	707	10
195	957	4
196	220	6
196	6	7
196	800	10
196	273	5
196	287	4
196	660	3
197	49	2
197	607	5
197	32	5
197	428	3
198	134	10
198	481	2
198	162	5
198	418	6
198	346	7
198	415	8
198	540	6
199	993	7
199	832	7
199	713	10
199	914	3
200	157	8
200	543	2
200	27	9
200	228	4
200	433	4
201	987	5
201	115	7
201	347	3
201	480	8
201	220	10
201	407	1
201	482	8
201	726	7
202	709	2
202	363	2
202	618	4
202	939	5
202	457	5
202	751	3
203	558	9
203	979	1
203	301	6
203	447	5
203	608	7
203	765	6
204	16	2
204	810	2
204	420	9
204	858	6
204	309	3
204	347	4
204	515	1
204	655	7
204	802	7
204	849	10
204	902	2
204	974	2
205	635	3
205	115	3
205	398	1
205	849	1
206	12	10
206	134	4
206	448	7
206	356	5
206	865	6
206	639	8
206	857	5
206	878	7
207	7	8
207	180	8
207	860	10
207	321	6
207	656	9
207	952	8
207	379	3
207	418	3
207	916	4
208	402	8
208	433	8
208	649	2
208	218	7
208	558	6
209	638	1
209	974	6
209	872	5
209	352	9
209	445	10
209	553	9
209	603	10
209	803	2
210	330	7
210	17	2
210	288	5
210	796	3
210	1014	4
211	175	4
211	897	5
211	833	8
211	415	2
211	625	7
211	1011	7
212	231	7
212	699	10
212	307	9
212	1009	9
213	785	8
213	379	10
213	534	2
214	80	2
214	551	8
214	170	9
214	907	6
214	445	9
215	680	7
215	542	6
215	572	10
216	620	4
216	734	5
216	561	6
216	625	4
216	814	9
217	75	5
217	497	5
217	1008	2
217	447	7
217	476	1
217	536	8
217	827	4
218	208	7
218	363	8
218	282	5
218	732	2
218	877	4
218	995	3
219	276	1
219	678	10
219	663	2
219	839	2
219	879	7
220	196	6
220	512	5
220	201	10
220	1020	1
220	1022	8
221	480	4
221	875	1
221	736	8
221	743	6
221	789	5
222	34	4
222	417	1
222	569	1
222	590	7
222	15	4
222	468	5
223	89	7
223	150	1
223	256	8
223	312	7
223	575	8
223	907	9
223	996	8
224	18	5
224	311	7
224	363	3
224	165	8
224	500	3
224	293	7
224	297	1
224	437	3
225	62	10
225	991	4
225	75	7
225	478	3
225	693	4
225	840	6
225	966	8
226	906	7
226	233	1
226	385	3
226	533	8
226	681	8
226	764	9
227	15	3
227	878	2
227	42	3
227	812	9
227	655	5
227	791	8
227	1023	2
228	195	2
228	200	4
228	364	4
228	361	2
228	937	2
229	508	9
229	892	2
229	313	4
229	556	2
229	799	6
230	100	10
230	72	7
230	434	3
230	450	3
230	774	2
231	212	7
231	327	8
231	869	10
231	375	2
232	17	7
232	52	4
232	645	6
232	790	4
233	226	1
233	907	8
233	416	2
234	183	1
234	806	4
234	941	6
234	594	3
234	998	2
234	690	8
234	712	10
235	1014	5
235	92	1
235	495	8
235	373	7
235	410	4
235	921	9
235	926	9
236	866	4
236	105	6
236	643	1
236	287	5
236	364	4
236	472	5
236	721	9
236	846	8
237	108	8
237	157	10
237	716	4
237	601	7
237	385	1
237	457	8
237	474	10
237	626	3
237	892	10
237	1012	2
238	69	4
238	60	4
238	999	8
238	111	1
238	292	3
238	392	4
238	505	5
239	376	7
239	600	10
239	345	8
239	386	3
239	470	7
240	165	3
240	81	2
240	52	3
241	83	8
241	867	10
241	650	6
241	290	1
241	274	1
241	338	2
241	781	5
241	918	5
242	101	4
242	858	1
242	935	3
243	64	5
243	174	9
243	184	7
243	1014	8
243	792	9
243	959	3
244	529	7
244	431	9
244	569	10
244	890	4
244	426	8
244	618	7
244	828	3
245	842	8
245	569	3
245	519	7
245	603	1
245	912	4
246	63	4
246	439	7
246	148	6
246	469	2
246	776	2
246	296	8
246	662	5
246	699	4
246	741	7
246	753	10
246	889	9
247	303	4
247	885	1
247	391	4
247	472	9
248	735	3
248	904	10
248	635	2
248	291	3
248	554	4
249	813	3
249	984	3
249	432	10
249	759	2
249	857	10
249	969	6
250	172	3
250	939	8
250	331	2
250	468	7
250	490	4
250	633	2
250	690	9
250	756	6
250	757	3
250	823	2
250	944	3
251	387	8
251	773	4
251	525	10
251	620	2
251	657	2
252	9	9
252	35	2
252	490	8
252	1019	2
252	324	2
252	425	9
252	427	8
252	497	10
252	607	2
252	823	4
253	58	8
253	528	2
253	877	2
253	942	8
254	55	5
254	505	3
254	125	9
254	60	10
254	384	9
254	480	4
255	723	1
255	978	4
255	106	9
255	75	1
255	311	4
255	517	10
255	676	1
256	63	10
256	223	8
256	318	1
256	973	2
256	500	3
257	935	9
257	525	4
257	146	2
257	318	6
257	580	7
257	954	9
257	980	8
258	93	9
258	916	9
258	571	7
258	561	8
258	608	4
258	1004	6
259	43	9
259	911	4
259	113	1
260	326	7
260	468	9
260	407	4
260	558	6
261	934	8
261	127	1
261	267	7
261	753	5
262	308	1
262	600	7
262	427	3
262	806	9
262	280	5
262	795	10
262	817	5
263	459	8
263	789	1
263	329	10
263	385	7
263	554	6
264	377	7
264	155	4
264	268	8
264	392	4
264	399	2
264	889	4
265	181	8
265	295	9
265	317	5
265	516	4
265	459	4
265	645	3
266	24	1
266	958	9
266	912	5
266	437	9
266	543	4
266	900	9
267	46	1
267	158	5
267	261	7
267	495	5
267	151	10
267	993	4
268	148	2
268	399	10
268	264	8
268	570	1
268	666	2
268	845	7
269	132	5
269	898	1
269	609	10
269	595	6
270	31	1
270	772	2
270	1008	6
270	150	9
270	601	8
270	682	8
270	863	3
271	506	7
271	358	4
271	684	3
271	552	3
271	604	8
272	6	8
272	571	6
272	418	9
273	196	5
273	338	1
273	818	10
273	188	7
273	112	4
273	423	4
273	805	1
273	826	6
274	484	5
274	672	1
274	241	1
274	395	3
274	703	8
274	738	4
275	28	2
275	961	8
275	374	7
275	60	4
276	227	10
257	2732	3
257	2909	10
258	1466	4
258	2466	6
258	4041	4
258	290	1
258	1309	7
258	2999	9
259	1411	10
259	3638	9
259	148	1
259	470	1
259	1756	4
259	3374	7
259	3591	7
260	66	9
260	816	5
260	3544	10
260	752	1
260	1518	3
260	2049	6
260	2626	9
260	3375	5
261	244	5
261	1951	2
261	2454	2
261	773	3
261	3928	10
262	3207	1
262	2811	3
262	3951	5
262	929	6
263	2075	8
263	707	8
263	2721	5
264	1897	3
264	3145	4
264	2500	7
264	3575	3
265	3532	1
265	2091	7
265	3457	6
265	3715	2
266	903	1
266	2197	9
266	2790	4
266	665	2
266	1237	2
266	2062	1
266	2216	8
267	2052	2
267	3549	1
267	2592	10
267	3275	9
267	3549	6
268	82	8
268	2991	2
268	3132	1
268	3365	5
268	316	6
268	936	8
269	2300	2
269	3966	9
269	2127	9
270	402	5
270	1751	2
271	1481	6
271	3619	4
271	2019	2
271	740	6
271	1802	4
271	1930	10
271	3974	4
272	2874	4
272	2441	9
272	3453	6
272	3932	8
272	827	8
272	2899	4
273	1070	4
273	462	2
273	458	7
273	2813	10
273	814	10
274	3173	8
274	2075	10
274	2071	7
274	2636	6
274	2752	3
275	1617	5
275	2015	1
275	918	8
275	937	9
275	1543	2
275	1791	10
275	3284	10
275	3964	8
276	2392	2
276	458	3
276	3474	10
276	3516	2
276	3543	2
277	995	1
277	2352	3
277	1194	7
278	1596	8
278	3738	8
278	3412	7
278	1249	4
278	2725	6
279	327	4
279	4048	10
279	2585	6
279	412	10
279	1285	10
279	1543	6
280	3765	9
280	3414	3
281	160	8
281	2671	5
281	1460	6
281	1743	7
281	1761	10
281	1856	9
281	3452	8
282	573	5
282	123	1
282	2059	8
282	1312	2
282	2076	2
283	477	7
283	1399	5
283	2278	7
283	2346	3
283	2761	8
284	1072	6
284	2744	1
284	1930	7
284	2616	4
284	1304	2
284	2223	9
285	3201	9
285	2276	2
285	400	2
285	2662	7
286	2970	6
286	993	10
286	670	2
286	617	10
286	720	10
286	1095	2
286	1625	3
286	2672	7
286	2684	1
286	3639	7
287	169	10
287	99	3
287	3054	5
287	320	1
287	1149	3
287	678	7
287	2947	9
287	3107	3
288	2597	6
288	935	7
288	2691	2
288	644	1
288	2746	9
289	719	8
289	3235	9
289	870	4
289	3084	7
289	2340	1
289	3174	6
290	580	1
290	258	1
290	3691	7
291	1858	8
291	221	9
291	3310	4
291	3542	4
291	1305	6
291	2022	6
292	875	6
292	1556	2
292	3655	6
292	2279	9
292	2647	6
293	218	10
293	1716	7
293	2136	4
293	778	4
293	3630	6
294	2962	9
294	1418	6
294	985	10
294	1775	7
295	3681	1
295	387	9
295	1258	2
295	1809	1
296	817	6
296	1090	5
296	1301	6
296	3621	4
297	3531	4
297	844	6
297	411	5
297	529	9
297	2313	9
298	699	3
298	1221	2
298	1455	5
298	1799	6
299	2006	5
299	481	4
299	2151	2
299	3705	3
299	318	9
299	1147	9
299	2649	6
299	3335	4
299	3846	5
300	3707	5
300	3796	9
300	1736	7
300	2001	5
301	1706	8
301	2661	6
301	1148	7
301	513	4
301	3608	7
302	1526	2
302	2660	10
302	1256	8
302	3735	2
302	2335	2
302	2569	6
302	2638	6
303	1442	3
303	3349	2
303	2942	5
303	149	6
303	1730	4
303	3367	6
304	1190	2
304	3932	3
304	249	5
304	607	5
304	1267	2
304	2055	9
304	2850	3
304	2965	8
305	3542	7
305	3516	9
305	1733	9
305	1139	6
305	3099	9
306	1041	4
306	1338	5
306	2097	2
306	2326	8
306	576	8
306	614	10
306	1349	7
306	2756	10
306	3407	10
306	3409	4
306	3679	10
307	1462	8
307	2763	6
307	3320	7
307	719	2
307	2513	2
307	3232	1
308	23	8
308	1986	1
308	202	5
308	993	6
308	394	4
308	583	2
308	2871	6
308	3830	6
309	3898	5
309	3685	5
309	3899	1
310	204	3
310	2181	9
310	2727	6
310	49	5
310	1296	6
310	1305	7
310	3252	6
310	3545	2
310	3975	1
311	2767	2
311	668	6
311	1819	8
311	3508	3
311	3916	6
312	1355	9
312	900	3
312	1410	9
312	1985	7
312	2158	8
313	1788	7
313	1950	8
313	3542	3
314	2533	3
314	653	1
314	526	6
314	2388	6
314	677	10
314	1134	1
314	2194	4
314	2274	6
314	2391	7
314	2531	5
314	3064	5
314	4047	2
315	153	5
315	150	3
315	3299	4
315	3169	1
316	268	6
316	3339	9
316	784	1
316	1101	10
316	2354	4
316	3709	2
317	3495	9
317	1051	2
317	2514	2
317	808	4
317	1678	1
318	2535	2
318	299	9
318	3159	1
318	320	6
318	1108	3
318	2564	8
318	2768	4
319	2511	6
319	1698	7
319	1715	5
320	287	1
320	318	6
320	1755	10
320	1145	5
320	1647	10
320	2143	4
321	2242	5
321	1456	3
321	1202	8
321	1734	4
321	2471	2
321	3512	10
322	27	1
322	155	3
322	2711	6
322	3513	1
322	1023	7
322	1317	10
322	2564	9
322	3387	6
322	3576	3
323	148	8
323	3597	1
323	3872	1
323	2419	10
323	2265	4
323	1381	1
323	2938	1
324	1380	5
324	685	4
324	1015	8
324	757	2
324	2382	8
324	3641	3
324	3871	6
325	3760	8
325	3577	1
325	2609	8
325	3090	1
325	519	1
325	796	8
325	2335	7
326	498	7
326	1926	1
326	1669	10
326	608	7
326	882	7
326	1609	6
326	1917	5
326	4039	2
327	279	4
327	608	9
327	2428	6
327	2176	10
327	2322	6
327	3676	9
327	3816	2
328	2694	10
328	585	2
328	3872	1
328	1949	2
329	2692	5
329	3936	9
329	1591	3
329	2017	10
329	2763	1
329	2957	4
329	3262	6
329	3914	5
329	3937	2
330	1858	2
330	1743	9
330	2939	2
330	3835	2
330	1964	6
330	2273	8
330	3774	8
331	2878	3
331	2378	7
331	805	3
331	908	3
331	1697	3
331	2209	6
332	985	9
332	2926	3
332	4002	1
332	480	4
332	559	3
332	1661	3
332	3042	8
332	3699	9
333	3554	10
333	3243	2
333	2256	1
333	2452	8
333	2637	7
334	10	10
334	15	8
334	248	6
334	3538	6
334	2707	7
334	436	8
334	546	2
334	756	8
335	672	7
335	1483	7
336	2466	3
336	1829	1
336	3171	4
336	3154	6
336	3064	10
336	3376	5
336	3603	7
337	1365	10
337	847	10
337	2488	2
337	21	5
337	650	1
337	2086	10
337	3290	2
338	219	10
338	2973	10
338	2541	8
338	1181	1
338	2020	7
339	705	10
339	3800	1
339	999	3
339	1386	9
339	1842	6
340	647	9
340	1373	7
340	943	2
340	1828	7
340	2670	9
341	1615	2
341	4077	6
341	999	1
341	2705	9
341	2870	8
341	3416	8
341	3843	4
342	661	3
342	3854	9
342	1683	3
342	2606	3
343	1542	3
343	2858	10
343	3713	10
343	859	5
343	1011	1
343	3054	1
344	2509	4
344	3753	10
344	606	1
344	916	6
344	946	5
344	1157	2
344	2422	3
344	3526	10
345	2797	3
345	1462	10
345	3718	8
346	225	5
346	3371	4
346	583	6
346	3904	3
346	1549	3
346	3262	8
346	3262	4
347	61	9
347	1068	4
347	759	5
347	2150	8
347	2262	1
348	3994	3
348	920	8
348	2936	6
348	2995	9
348	2636	8
348	3098	5
349	3218	9
349	2844	6
349	391	2
349	2177	9
349	3718	7
350	1837	1
350	1708	4
350	4017	5
350	918	2
350	2546	1
351	123	7
351	2276	6
351	1194	3
351	3149	3
351	975	8
351	1593	5
351	4023	5
351	4034	5
352	2554	4
352	3196	3
352	228	9
352	1601	7
352	1083	8
352	2967	4
352	3225	6
352	3714	10
353	3953	1
